Player,Yrs,G,Date,City,State
Ryan Kelly\kellyry01,4,155,Apr 9 1991,Carmel,New York
Tim Kempton\kemptti01,8,280,Jan 25 1964,Jamaica,New York
Billy Kenville\kenvibi01,6,345,Dec 1 1930,Elmhurst,New York
Irv Kiffin\kiffiir01,1,26,Aug 8 1951,New York,New York
Sean Kilpatrick\kilpase01,3,56,Jan 6 1990,Yonkers,New York
Albert King\kingal01,9,534,Dec 17 1959,Brooklyn,New York
Bernard King*\kingbe01,14,874,Dec 4 1956,Brooklyn,New York
Jim Kissane\kissaji01,1,2,Aug 17 1946,New Hyde Park,New York
Toby Knight\knighto01,4,283,May 3 1955,Bronx,New York
Barry Kramer\krameba01,2,59,Nov 10 1942,Schenectady,New York
Mitch Kupchak\kupchmi01,9,510,May 24 1954,Hicksville,New York
Christian Laettner\laettch01,13,868,Aug 17 1969,Angola,New York
Doron Lamb\lambdo01,2,100,Nov 6 1991,Queens,New York
Bob Lanier*\laniebo01,14,959,Sep 10 1948,Buffalo,New York
York Larese\laresyo01,1,59,Jul 18 1938,New York,New York
Rudy LaRusso\larusru01,10,736,Nov 11 1937,Brooklyn,New York
Andrew Levane\levanan01,3,103,Apr 11 1920,Brooklyn,New York
Barry Liebowitz\lieboba01,1,82,Sep 10 1945,New York,New York
Art Long\longar01,3,98,Oct 1 1972,Rochester,New York
Kevin Loughery\loughke01,11,755,Mar 28 1940,Brooklyn,New York
Ray Lumpp\lumppra01,5,300,Jul 11 1923,Brooklyn,New York
Scott Machado\machasc01,1,6,Jun 8 1990,Queens,New York
Ollie Mack\mackol01,3,128,Jun 6 1957,New York,New York
Mike Maloy\maloymi01,3,71,May 10 1949,New York,New York
Stephon Marbury\marbust01,13,846,Feb 20 1977,Brooklyn,New York
Ricky Marsh\marshri01,1,60,Mar 10 1954,New York,New York
Maurice Martin\martima01,2,69,Jul 2 1964,Liberty,New York
Jamal Mashburn\mashbja01,11,611,Nov 29 1972,New York,New York
Matt Mazza\mazzama01,1,26,Sep 23 1923,Niagara Falls,New York
Brendan McCann\mccanbr01,3,41,Jul 5 1935,Brooklyn,New York
Paul McCracken\mccrapa01,3,37,Sep 11 1950,New York,New York
Rodney McCray\mccraro01,10,768,Aug 29 1961,Mount Vernon,New York
Scooter McCray\mccrasc01,3,77,Feb 8 1960,Mount Vernon,New York
Chris McCullough\mcculch01,2,33,Feb 5 1995,Bronx,New York
Alfred McGuire*\mcguial01,4,191,Sep 7 1928,New York,New York
Allie McGuire\mcguial02,1,2,Jul 10 1951,New York,New York
Dick McGuire*\mcguidi01,11,738,Jan 25 1926,Huntington,New York
Tom McMillen\mcmilto01,11,729,May 26 1952,Elmira,New York
Eric Mobley\mobleer01,3,113,Feb 1 1970,Bronx,New York
Doug Moe\moedo01,5,378,Sep 21 1938,Brooklyn,New York
Jack Molinas\molinja01,1,32,Oct 31 1931,New York,New York
Ron Moore\moorero01,1,14,Jan 16 1962,New York,New York
John Morton\mortojo01,3,128,May 18 1967,Bronx,New York
Arnett Moultrie\moultar01,2,59,Nov 18 1990,Queens,New York
Joe Mullaney\mullajo01,1,37,Nov 17 1925,Long Island,New York
Chris Mullin*\mullich01,16,986,Jul 30 1963,New York,New York
Jeff Mullins\mullije01,12,804,Mar 18 1942,Astoria,New York
Ruben Nembhard\nembhru01,1,10,Feb 20 1972,Bronx,New York
Dave Newmark\newmada01,3,176,Sep 11 1946,Brooklyn,New York
Joakim Noah\noahjo01,10,590,Feb 25 1985,New York,New York
George Nostrand\nostrge01,4,221,Jan 25 1924,Uniondale,New York
Jimmy O'Brien\obrieji01,4,303,Apr 9 1949,New York,New York
Kyle O'Quinn\oquinky01,5,264,Mar 26 1990,Flushing,New York
Dan O'Sullivan\osullda01,4,45,Mar 3 1968,Bronx,New York
Greg Oden\odengr01,3,105,Jan 22 1988,Buffalo,New York
Lamar Odom\odomla01,14,961,Nov 6 1979,Jamaica,New York
Tom Owens\owensto01,12,877,Jun 28 1949,Bronx,New York
Walter Palmer\palmewa01,2,48,Oct 23 1968,Ithaca,New York
Smush Parker\parkesm01,5,274,Jun 1 1981,New York,New York
Sam Perkins\perkisa01,17,1286,Jun 14 1961,Brooklyn,New York
Derrick Phelps\phelpde01,1,3,Jul 31 1972,Queens,New York
Ed Pinckney\pincked01,12,793,Mar 27 1963,Bronx,New York
Harold Pressley\pressha01,4,299,Jul 14 1963,Bronx,New York
Tony Price\priceto01,1,5,Jan 5 1957,Bronx,New York
Andy Rautins\rautian01,1,5,Nov 2 1986,Syracuse,New York
Allan Ray\rayal01,1,47,Jun 17 1984,Bronx,New York
Khalid Reeves\reevekh01,6,277,Jul 15 1972,Queens,New York
Billy Reid\reidbi01,1,59,Sep 10 1957,New York,New York
Terrence Rencher\renchte01,1,36,Feb 19 1973,Bronx,New York
Jerry Reynolds\reynoje01,8,443,Dec 23 1962,Brooklyn,New York
Norm Richardson\richano01,1,11,Jul 24 1979,Brooklyn,New York
Tom Riker\rikerto01,3,82,Feb 28 1950,Rockville Centre,New York
Pat Riley*\rileypa01,9,528,Mar 20 1945,Rome,New York
Mike Riordan\riordmi01,9,639,Jul 9 1945,New York,New York
Marv Roberts\roberma01,6,402,Jan 29 1950,Brooklyn,New York
Clifford Robinson\robincl02,18,1380,Dec 16 1966,Buffalo,New York
Jamal Robinson\robinja03,1,6,Dec 27 1973,Jamaica,New York
John Roche\rochejo01,8,479,Sep 26 1949,New York,New York
Sean Rooks\rooksse01,12,749,Sep 9 1969,New York,New York
Rob Rose\rosero01,1,2,Dec 27 1964,Rochester,New York
Lennie Rosenbluth\rosenle01,2,82,Jan 22 1933,New York,New York
Jim Rowinski\rowinji01,2,23,Jan 4 1961,Long Island,New York
Derrick Rowland\rowlade01,1,2,Jun 21 1959,Brookhaven,New York
Trevor Ruffin\ruffitr01,2,110,Sep 26 1970,Buffalo,New York
Jeff Ruland\rulanje01,8,332,Dec 16 1958,Bayshore,New York
John Salley\sallejo01,11,748,May 16 1964,Brooklyn,New York
Tom Sanders*\sandeto01,13,916,Nov 8 1938,New York,New York
Bob Santini\santibo01,1,4,Feb 17 1935,Bronx,New York
Kenny Satterfield\satteke01,2,75,Apr 10 1981,New York,New York
Billy Schaeffer\schaebi01,3,137,Dec 11 1951,Bellerose,New York
Danny Schayes\schayda01,18,1138,May 10 1959,Syracuse,New York
Dolph Schayes*\schaydo01,15,996,May 19 1928,New York,New York
Ossie Schectman\schecos01,1,54,Mar 30 1919,Kew Gardens,New York
John Schweitz\schwejo01,2,22,Apr 19 1960,Waterloo,New York
Charlie Scott\scottch01,10,717,Dec 15 1948,New York,New York
Shawnelle Scott\scottsh01,4,105,Jun 16 1972,New York,New York
Carey Scurry\scurrca01,3,180,Dec 4 1962,Brooklyn,New York
Malik Sealy\sealyma01,8,493,Feb 1 1970,Bronx,New York
Ed Searcy\searced01,1,4,Apr 17 1952,New York,New York
Phil Sellers\selleph01,1,44,Nov 20 1953,Brooklyn,New York
God Shammgod\shammgo01,1,20,Apr 29 1976,New York,New York
Steve Sheppard\sheppst01,2,106,Mar 21 1954,New York,New York
Al Skinner\skinnal01,6,337,Jun 16 1952,Mount Vernon,New York
Kenny Smith\smithke01,10,737,Mar 8 1965,Queens,New York
Michael Smith\smithmi01,3,141,May 19 1965,Rochester,New York
Randy Smith\smithra01,12,976,Dec 12 1948,Bellport,New York
Russ Smith\smithru01,2,27,Apr 19 1991,New York,New York
Ricky Sobers\soberri01,11,821,Jan 15 1953,Bronx,New York
James Southerland\southja01,1,4,Apr 28 1990,Queens,New York
Kevin Stacom\stacoke01,6,347,Sep 4 1951,New York,New York
Lance Stephenson\stephla01,7,346,Sep 5 1990,Brooklyn,New York
Kebu Stewart\stewake01,1,15,Dec 19 1973,Brooklyn,New York
Ed Stokes\stokeed01,1,4,Sep 3 1971,Syracuse,New York
D.J. Strawberry\strawdj01,1,33,Jun 15 1985,New York,New York
Rod Strickland\stricro02,17,1094,Jul 11 1966,Bronx,New York
Chris Taft\taftch01,1,17,Mar 10 1985,Brooklyn,New York
Sid Tanenbaum\tanensi01,2,70,Oct 8 1925,Brooklyn,New York
Roy Tarpley\tarplro01,6,280,Nov 28 1964,New York,New York
Earl Tatum\tatumea01,4,262,Jul 26 1953,Mount Vernon,New York
Oliver Taylor\taylool01,4,262,Mar 7 1947,New York,New York
Sebastian Telfair\telfase01,10,564,Jun 9 1985,Brooklyn,New York
Etan Thomas\thomaet01,9,409,Apr 1 1978,Harlem,New York
Irving Thomas\thomair01,1,26,Jan 2 1966,Brooklyn,New York
Jamel Thomas\thomaja01,2,12,Mar 25 1973,Brooklyn,New York
James Thomas\thomaja02,2,33,Nov 22 1980,Schenectady,New York
Lance Thomas\thomala01,6,239,Apr 24 1988,Brooklyn,New York
Trey Thompkins\thomptr02,1,24,May 20 1990,Long Island,New York
George Thompson\thompge01,6,437,Nov 29 1947,Brooklyn,New York
Jack Thompson\thompja01,1,2,Mar 26 1946,New York,New York
Jamaal Tinsley\tinslja01,11,547,Feb 28 1978,Brooklyn,New York
Bernard Toone\toonebe01,1,23,Jul 14 1956,Yonkers,New York
Edwin Ubiles\ubileed01,1,4,Nov 26 1986,Brooklyn,New York
Charlie Villanueva\villach01,11,656,Aug 24 1984,Queens,New York
Andy Walker\walkean01,1,40,Mar 25 1955,Long Island City,New York
Foots Walker\walkefo01,10,658,May 21 1951,Southampton,New York
Kemba Walker\walkeke02,6,386,May 8 1990,Bronx,New York
John Wallace\wallajo01,7,381,Feb 9 1974,Rochester,New York
Isaac Walthour\walthis01,1,4,Aug 25 1930,New York City,New York
Bobby Wanzer*\wanzebo01,9,568,Jun 4 1921,Brooklyn,New York
Pearl Washington\washipe01,3,194,Jan 6 1964,Brooklyn,New York
Robert Werdann\werdaro01,3,47,Sep 12 1970,Sunnyside,New York
Isaiah Whitehead\whiteis01,1,17,Mar 8 1995,Brooklyn,New York
Hank Whitney\whitnha01,3,145,Apr 28 1939,Brooklyn,New York
Lenny Wilkens*\wilkele01,15,1077,Oct 28 1937,Brooklyn,New York
Fly Williams\willifl01,1,71,Feb 18 1953,Brooklyn,New York
Gus Williams\willigu01,11,825,Oct 10 1953,Mount Vernon,New York
Kevin Williams\willike01,5,260,Sep 11 1961,New York,New York
Ray Williams\willira01,10,655,Oct 14 1954,Mount Vernon,New York
Rickey Williams\williri01,1,44,Mar 12 1957,Buffalo,New York
Shammond Williams\willish01,7,325,Apr 5 1975,Bronx,New York
Brian Winters\wintebr01,9,650,Mar 1 1952,Rockaway,New York
Dave Wohl\wohlda01,7,410,Nov 2 1949,Flushing,New York
Howard Wood\woodho01,1,42,May 20 1959,Southhampton,New York
Metta World Peace\artesro01,17,976,Nov 13 1979,Queensbridge,New York
Willie Worsley\worslwi01,1,24,Nov 13 1945,Bronx,New York
Sam Worthen\worthsa01,2,69,Jan 17 1958,Brooklyn,New York
Leroy Wright\wrighle01,2,27,May 6 1938,New York,New York
A.J. Wynder\wyndeaj01,1,6,Sep 11 1964,Bronx,New York
Max Zaslofsky\zasloma01,10,540,Dec 7 1925,Brooklyn,New York
Zeke Zawoluk\zawolze01,3,179,Oct 13 1930,Brooklyn,New York
George Adams\adamsge01,3,215,May 15 1949,Kings Mountain,North Carolina
Darrell Armstrong\armstda01,14,840,Jun 22 1968,Gastonia,North Carolina
Anthony Avent\aventan01,6,352,Oct 18 1969,Rocky Mount,North Carolina
Gus Bailey\bailegu01,5,147,Feb 18 1951,Gibson,North Carolina
Norton Barnhill\barnhno01,1,4,Jul 15 1953,Winston-Salem,North Carolina
Kent Bazemore\bazemke01,5,300,Jul 1 1989,Kelford,North Carolina
Walt Bellamy*\bellawa01,14,1043,Jul 24 1939,New Bern,North Carolina
DeAndre' Bembry\bembrde01,1,8,Jul 4 1994,Charlotte,North Carolina
Henry Bibby\bibbyhe01,9,675,Nov 24 1949,Franklinton,North Carolina
Jesse Branson\bransje01,2,83,Jan 7 1942,Burlington,North Carolina
Wayman Britt\brittwa01,1,7,Aug 31 1952,Wilson Mills,North Carolina
Bill Bunting\buntibi02,3,145,Aug 26 1947,New Bern,North Carolina
Tom Burleson\burleto01,7,446,Feb 24 1952,Crossnore,North Carolina
Junior Burrough\burroju01,1,61,Jan 18 1973,Charlotte,North Carolina
Jim Caldwell\caldwji01,2,137,Jan 28 1943,Durham,North Carolina
M.L. Carr\carrml01,10,678,Jan 9 1951,Wallace,North Carolina
Jim Cleamons\cleamji01,9,652,Sep 13 1949,Lincolnton,North Carolina
Richard Coffey\cofferi01,1,52,Sep 2 1965,Aurora,North Carolina
Geoff Crompton\crompge01,5,82,Jul 4 1955,Burlington,North Carolina
JamesOn Curry\curryja01,1,1,Jan 7 1986,Pleasant Grove,North Carolina
Seth Curry\curryse01,4,65,Aug 23 1990,Charlotte,North Carolina
Brad Daugherty\daughbr01,8,548,Oct 19 1965,Black Mountain,North Carolina
Hubert Davis\davishu01,12,685,May 17 1970,Winston-Salem,North Carolina
Lee Davis\davisle01,8,453,Oct 11 1945,Raleigh,North Carolina
Walter Davis\daviswa03,15,1033,Sep 9 1954,Pineville,North Carolina
Tony Dawson\dawsoto01,2,6,Aug 25 1967,Kinston,North Carolina
Kenny Dennard\dennake01,3,95,Oct 18 1958,King,North Carolina
Randy Denton\dentora01,6,413,Feb 18 1949,Raleigh,North Carolina
